Rating,Review,Comments
4,Nice product,"Camera is good but not very good, selfie camera is very bad. Its need to improvement because whene i captured a selfie, the pic comes with some black point & when you zoom it lightly pic quality become very bad. Rear camera also not very good but better than front camera as its has 64 mp imx686 sensor. I recently faceing a problem with rear cam after update, the rear cam can't focus the object after update & the details are not good also as compared to realme smartphone. So I request to poco...READ MORE"
5,Good quality product,"If you want to buy this phone for camera. Then ill suggest you to buy realme 6 pro, that have very good photo output.And the front cameras which are 20mp and 2mp depth sensor. The 2mp depth sensor has no role, it is just for show.Battery: the battery of poco X2 can last upto 10 hour with normal usage. But I use phone very frequently so I have to charge it twice a day. No doubt the 27 watt fast charge will charge your phone within an hour.120hz: if a phone has 120hz refresh rate then the ...READ MORE"
5,Mind-blowing purchase,Fantastic phone.Best value for money phone.The best thing is the 120 Hz display the one reason to buy it.It only can be experienced while using it.For me it is the best mobile phone.READ MORE
4,Fair,"Dont buy 128gb or higher, it's totally waste. I bought 6gb and 128 gb for 17500rs .Camera: Little better than redmi note 5 pro.but very minimal,but slow motion and wide angle is additional than RN 5 pro.Battery: RN 5 pro and X2 are same if used on 60hz refresh rate. But battery drain so faster with 120hz refresh rate... 1percent decrease for every 1.5 min. So I started to use with 60hz.. moreover, 60hz and 120 hz will be very different only while playing games. But i don't play games, for ...READ MORE"
5,Fair,Very heavy for single handed use...large display 6.67...ugly camera notch in front...no memory card support....okay sound and video...dislike side mount finger print ... Dislike intrusive and  forced system apps by xiaomi like gallery and browser..120hz makes no difference in day to day usage or video watching experience...Asus MaxproM1 has exact same display quality and much brighter and sharper than this one... disappointed for nowPros: Battery turbo charger is fast... fingerprint accurat...READ MORE
4,Just wow!,"I liked this phone... Very much impressive. Display of 120 Hz is too good but battery consumption is more in this display setting. Camera is also good.Overall nice phone. Value for money i bought it in 16000, 6/64READ MORE"
3,Value-for-money,Poco x2 has a very good camera. The quality of images is very nice and reliable. Battery backup is fine not so good but it's performance is very good.READ MORE
4,Really Nice,"Poco X2 is a really nice device to own but it definitely have it's own disadvantages. At the time of writing this review, UI in this device is not polished and the launcher crashes sometimes. Night mode in the camera is really bad. Also, macro shots are not good enough to consider. You may end up touching fingerprint sensor unintentionally because it is positioned in such a way. The main thing is, battery life is really bad. I know this device have 120hz display which consumes a lot of batter...READ MORE"
5,Simply awesome,"I purchased this product from Flipkart and I am happy with the curior service, About Product , honestly 1) Display is super , not AMOLED but very much Clear, HDR support, no any issue in daylight, with low brightness can visible content. Best part is Gorila 5 protection & swipe is very smoothNo need of AMOLED as my old phones were of Super amoled display but truly speeking no need of AMOLED2) CAMERA is the best in the price range , got the clear photos , if we are regular user not a pro ca...READ MORE"
3,Fair,"All Positive points many would have written, so just Focusing on Cons1. Display is not at all comparable with super AMOLED, Once you have used super AMOLED, this will not suite at all. Especially Videos / Movie watching experience is not at all good in POCO bcoz of IPS LCD display2. Not a pure Android experience and hence not very good in terms of Handling the phone3. Advertisements r there but in such a way that you will not notice it. Such as if you open any Video of YouTube , you will ...READ MORE"
5,Value-for-money,Great phone at this price range. Performance is good.....it's best for pubg under 20000. Camera is nice but  under good lighting conditions. All over this phone is value for money.READ MORE
5,Expected a better product,Don't buy like that mobile i am not satisfied with this mobile if you think you can play pubg very smoothly then you are wrong my old phone realme u1better than poco X2 When you are  playing pubg then ready for feel some hot element in your hand refresh rate 120hz not correct its60hz i think never trust on youtubers review before purchasing the phone i saw many review about the phoneREAD MORE
4,Wonderful,Very nice this mobile  poco x2 . And my very very liked them is camera . Or one hour full battery . So nice this phone . I liked. 🤩🤩🤩🤩🤩🤩🤩READ MORE
5,Must buy!,"Great phone! Love the small details they put thought into. Few updates required. (Using this phone for almost 2 months now)1) Camera has potential for even greater photos.2) Front cam notch should have option for single or combined notch in dark mode. 3) Heating when charging, this is gonna decrease battery lifespan and power. (At the moment I am charging in intervals to keep it cool at all times or placing phone without cover on wet cloth to balance the temperature.)4) Internal stora...READ MORE"
4,Value-for-money,Battery life is too poor...Camara =over saturated picture.. No dedicated ultra wide option... Video quality is average. Display is good but side & corner portion may be improved.No notification light...Most important thing I have noticed is that sound (actually it's not loud as I expected) if you want enjoy sound quality take it full volume.After the price hike this product is not value for money.. But at this price segment no other company may provide such features & build quality..READ MORE
3,Just wow!,This phone is a beast. It has some ups and downs too but on day to day use it is just perfect for regular users. It's camera quality is too good and if you download Gcam then you will get full satisfaction of photography. After MIUI 12 update the battery performance increases. If you want to play games like PUBG and PES and other it's performance is really good. The display is also good just like Amoed but not that much punchy. I am satisfied with this set.READ MORE
5,Very Good,120 hrtz refresh rate literally works Display good Performance goodCamera excellentBut battery deficit is quit fast But overall it is excellentREAD MORE
5,Fair,Battery backup is a part of a good smart phone. This phone doesn't have a good battery backup. Camera is averageREAD MORE
5,Pretty good,"Writing the comments after a week of usage and after doing a side by side comparison with Poco F1. I am a normal user with no experience on high end games like PUBG, Call of Duty etc...although many reviews on YouTube suggest that it's a decent gaming phone as well...PROS:Looks 5/5...only exception is the placement of front camera. During a video call, if you place the callers window towards top right corner of phone, the front camera covers it. And this hinders some view when that window...READ MORE"
5,Just wow!,As expected the 730g handles quite well in games... build quality & design feels premium. Performance wise m satisfied with this product as it comes with 730g SD. Price is also affordable...  I got the product before the expected date. Thank you FlipkartREAD MORE
4,Nice,"Xiaomi software is the only thing that makes this product ok everything is nice but it heats up and to cool it down the phone automatically turn off wifi , hotspot and other action until it's temperature start to cool down.READ MORE"
5,Just wow!,Amazing camera... refresh rate of display is too good..works smoothly.. battery service not good but as there is a 27w fast charger so i mean it's not a big prob...pubg performance is aslo good in hd graphicREAD MORE
4,Super!,ProsBest display with 120hz refresh rate.Very fastIf use on 60hz then battery runs for 2 days.Touch is very responsive.Fast Charing charged it in 55 min.Back camera 64 megapixel is too good. Captures detailed photos. Weight mgmt Is good. Doesn't feel heavy.ConsIssue with call confrence.If using any app for more then 2 hours then app stops responding.Sometime touch does not respond when using dialer to dial a call.Even sometime use keep pressing unlock button it does not work....READ MORE
5,Really Nice,"Overall set us really osm i am a best lover of smooth very fast running multiple applications at one time, when i deal my experience poco x2 really 120hrtz refresh rate really osm which full fill my all the demands But many costumer wants more battery life than i didn't recommend to go with this try another set like samsung M31 and others , but if u use a power bank than its ohkREAD MORE"
5,Unsatisfactory,Punch hole is not that good what i am thinking but it's ok. 120 hz of display is good but it can be super amlod.27 volt charger is good but it can be more faster.READ MORE
4,Classy product,"Poco X2 is really superior and excellent mobile. 19K is worth for this mobile with this config. Always prefer Poco mobile over MI, Oppo, Realme & Vivo. It gives you feel like you have flagship mobile of Oneplus and Iphone or Sumsamg.READ MORE"
4,Good choice,"Nice performance package. I had searched for many mobiles in same budget but poco is one of the best among them. Nice touch, 120htz screen refresh rate enhances the experience. One of the best phone in the segment.READ MORE"
4,Fair,"Everyone buyes this phone because POCO branding and Sony IMX686 sensor, but actually it is quiet disappointing;Because although it has imx686 primary sensor, other cameras are just average.1. Front cam is worst.(instead of giving depth sensor, poco (Xiaomi) should have given single front cam with f2.0 aperture.2. imx686 is used but image processing is worst.3. Wide angle cam is just average.4. Telephoto is missing.Poco should learn that quality should have to be preferred over quantity ...READ MORE"
5,Just wow!,"I absolutely love the phone.The battery life is 10+ hours on screen time at 120hz, gives me about 20+ hours of mixed usage.The performance is great and I haven't noticed any lags at all. I personally don't like the back colors but a 500/- skin will fix that.The haptic feedback is the best I've seen in this price range.This is overall a good phone.READ MORE"
5,Highly recommended,Best budget phone with 90 Hz refresh rate. The 27 W charger is quick and efficient. Overall a good product at this price point.READ MORE
5,Perfect product!,I love this phone.But camera is not upto mark as compare to note 7 pro.I hope future updates will bring good camera results.Overall unbeatable phn under 20k.READ MORE
5,Perfect product!,I've been using this phone (poco x2) for almost 2months and it has been amazing. the camera is nice and night mode Is also cool.the display is also great the battery life is good if ur into gaming u might want to play with 3hours of battery lifeREAD MORE
4,Pretty good,"Poco x2 is very nice phone ,, this phone performance is very good, and camera quanlity is awesome, and phone front camera is super cool ,drop notch display is nice looking yet, and phone battary backup is little bit nice ,  overall phone is awesome. But one think I am saying that, phone sim card tool (pin ) is missing the box ,, the flipkart  boy phone delivary is super first but sim pin tool is missing the box ,so , plz I request to flipkart  recap phone delivary plz don't forget the sim car...READ MORE"
4,Excellent,After using one and half month :Camera: excellentDisplay: good ( it will be excellent if super amoled)Battery: very goodCharging: super with 27wProcessor: very goodNetwork: excellentTouch sensitive: superOverall : very good (8.5/10)READ MORE
5,Nice product,"At this price point it's one of the best phones. Only downsides are the resolution/screen and camera. Pictures on front camera are ok, not the best in the segment. And if poco had provided with an amoled (since realme has a phone at the same price point with amoled) screen option, it would have been the bestseller in the segment.Overall I would say it's a decent phone at the price pointREAD MORE"
4,Fabulous!,Best phone in this price camera quality is good battery backup good build quality and look is so nice I really like it ❤READ MORE
4,Best in the market!,Best  phone under 20k Display is tall Sd 730g is all time good 120 Hz refresh rate also goodREAD MORE
5,Delightful,All over features are good but need battery update.battery drains 20% in almost 22-25 minutes but 27w fast charge is an advantage of this device which charges it full in almost 1.15 hrs.But I think this device need an update related battery drain issue.And one more thing 2MP macro camera is not good for you use.READ MORE
4,Good choice,Camera quality is very good but only problem with side fingerprint and size of the phone is good and light in weight after all performance is good battery backup is also good thanks to Xiaomi team..READ MORE
4,Nice product,Writing this review after three months of heavy usage.The battery sucks I've to literally charge it twice a day but the good thing is it's fast charging it's super fast takes roughly around 1 hour to charge from zero to hundredCameras are best in the segment no complaints with camaresThere are various minor software glitches which needs to be fixed like the youtube doesn't go back to the previous video it happens very frequently and oh boy it's damn annoyingAnd day to day usage is pretty s...READ MORE
5,Best in the market!,"The handset is really good All the features working fineYou must have seen the pros on other reviews so let's just jump to cons1. The keyboard doesn't have percentage symbol2. Screen is too big ,good for those who prefer big screen3. Battery consumption is high but it gets charged fully in one hour.READ MORE"
5,Terrific,Very very great phone best for gaming(PUBG)Best quality camera( hdr;64 mp) sony sensor is amazing730g processor is very finely synchronized with 120 hrtz refresh rateBattery back up is not badBest set for pubg mobile under 20000/-U can play hd in high reso.RAM is very worthyYou can use all apps at one time without getting disturbedI m verry happy to buy such type of smart phoneREAD MORE
5,Awesome,"5 star only because I got it at RS 16999/- with fast delivery & well handled package. Yes this phones footprint is quite bigger & heavier too for small hands. So do mind it! Another 5 star is only for that 64 megapixel lens otherwise it's good considering price. If you want to record in 4K then may be you need to install micro SD card which is already available to insert in a hybrid sim card slot, so thumbs up!READ MORE"
5,Perfect product!,"I have been using this phone been a month and I think that it's totally worth the hype. Starting off with the camera and its insane quality to its great great service a great phone for 20k. The battery falls a little quickly but I guess it's okay compared to the speed it charges up. Good phoene guys, go for it.READ MORE"
4,Good quality product,It is good mobile in this price point but the problem is that in security app clean master is there which is a banned app and not good for us. Now a days privacy is most important part of our life but this application access all personal information which is not needed for a cleaner app. Poco please fix this issue soon.READ MORE
4,Value-for-money,The devic efeels preety good ..Camera is great Battery averageScreen excellent for an IPS displayCharging is preety goodOverall a preety good device to go for...READ MORE
4,Perfect product!,"Amazing phone with great features the only thing that's not good is its Battery it drains very fast but for that there is a superfast charger, So overall it's best under 20kREAD MORE"
5,Good quality product,Its a good phone u can definately buy it value for money but the 120 hz display is of no use it consumes more battery and its nit practical though it is an excellent marketing specification as it comes in this price overall its a good phone battery is ok not i will be less those who are using phone the whole day otherwise for average user its amazingREAD MORE
5,Worth the money,It's a good product and overall I am satisfied. Although my expectations were high and camera didn't perform well enough to meet these expectations. Display is awesome and I can feel the 120Hz smoothness in hand. Battery is performing well till now. It has some heating issues but in admissible range. Camera performs well in good light condition but disappoints in low light. Also I am little disappointed with it's camera software as well. It has image stabilisation but you can't use in general...READ MORE
5,Simply awesome,"the camera is astonishingly brilliant evening you can snap Milky way using this camera, it is superb, if you really want to capture some good photographs go with it.READ MORE"
4,Nice product,"best phone under 20000 ..... camera, display performance everything is more than better but the battery is not so good as it's told by poco.....READ MORE"
5,Nice product,Good phone at good price....but the performance is not up to the mark as expected.....btw 120 hz smooth display is awsome and camara performance is at its best....READ MORE
5,Must buy!,Phone is awesome i brought purple one in the month of July really i appreciate my choice this phone looks brilliant in design and display too. I didn't noticed to much adds on it thank god. Rather than that 64mp shoots great results but 2mp macro lens was not so great just taking it as a fun. Performance wise a phone is very quickly handle every task. Didn't noticed any lag and battery drain issue still yet. Don't ask about pubg performance because i don't play too much games. Hope this will ...READ MORE
4,Simply awesome,"Good phone in this price. Awesome camera, performance , good quality and super smooth display and good sound quality. I really liked overall performance instead of battery drain issue in 120hz display mode. But it's okay.. 😍READ MORE"
5,Excellent,"nice mobile. Good quality day light pics, night pics not good but its ok. Overall all good. Battery is ok for normal usage.READ MORE"
4,Great Phone !!!,"Good product from MI. Camera is good.  Battery back up i am getting 2.5+ days(Browsing, mail, calling when display rate is 60hz not 120 hz). Actually i don't use gaming much. Normal day2day usage is excellent.  (MIUI + Processor is superfast). Gaming i played Asphalt 9  and it is smooth. I took sometime to uninstall all MIUI ""Extra software"" Or bloatware since I prefer Stock android features.However compared to Stock android, certain UI features in MIUI are good looking.READ MORE"
5,Delightful,No Doubt it is A Budget king I bought it after GST but still it is Best under 20000. Overall Phone is excellent Pros1 120hz Refresh rate   Best Display 2 27W fast charger 3. Look  Premium although Side frame made from plastic but still good 4  Awesome Call Quality 5 Best Performance 6 Back Side Circular Design is made It Unique 7 HDR 10 Support8 best in 20000 budget  Cons1 Mi UI Full Of Ads and App Recommendations 2. battry Should be Atleast 5000MAH 3. mostly It's Click Ove...READ MORE
5,Very Good,After using this phone for 10 days I am writting this review.Camera overview 4/5Battery 3/5Display 4/5Performance 5/5Here is some pros & cons :Pros:It has 120hz refresh rate display which will enhance your performance.Though the processor is not same as poco f1 but you can't find any lagging in it as in the game or normal use.Sofisticated design .Camera clicks very good photos & videos & you can find verious modes & options in it.In my personal overview poco launcher is very sm...READ MORE
5,Worth the money,Purchased 6month back. Loved the phone from it's performance battery camer quality senser. But the phone is heavy and big but u will get use to it in couple of days.But only one demerit it has that its face unlock system is not as that great as poco 1 or any other MI phone as it gets unlock with my brother's face who is not my twin nor looks like me. We are may be 30 to 40% reassemble to each other yet the face unlock system did't work.Rest it is worth buyingREAD MORE
5,Fabulous!,It has 120hz display that makes it super duper smooth as I am using it since 5 months and the overall experience is soo good 💛 own it and you are good to go ♥️READ MORE
5,Must buy!,Very nice device by POCOI bought it for my brother n he is happy and satisfied with his new smartphone.Camera is the best in this segment120 Hz refresh rate is just awesome.Thanks! POCO and Flipkart. ☺️READ MORE
4,Must buy!,Amazing phone i ever use.. Great Filling Happy with thisNo battery drain issueNyc gameing phone and super 120 hz screenPlz go fot it.. Looking so expansiveREAD MORE
5,Delightful,"Very cool phone, it feels like premium phone. Camera is very good but it take very sharp images and it does not maintain skin tone properly. I don't know about other units in my unit the phone got literally stucked (only once) till now, then I restarted it. Overall it is good phone but it could be betterREAD MORE"
5,Fabulous!,"A valuable gift from Poco brand. More optimization is necessary . After the upcoming updates only, you will see the best come out of this. The future mobiles will have this 64mp sony camera and 120hz screen. Also when games use this high frame rates, this mobile will realise true value for money. Comparatively large screen, very good for use who see many videos as well.READ MORE"
5,Simply awesome,Best phone value for money but if you play pbug battery drain is to fast over all phone is beet good display and 120hz display very fast if you use 120hz you don't go to 60hz phone is good and camera is goodREAD MORE
5,Delightful,pachaging is not good pros :-1 120hz display is another level ..brightness like amold display 2 730g processor capabale of running any app or game at its best3 pubg is running awesom4 super smooth displaycons 1 stutture (atakna) sometimes as some app like youtube    video is working but no response while touch2 bettery draining while play pubg (1h-25%) normally lastes 1 day easily3 no dedicated sd card slot but hybrid4 camera quality is not that i expected but hope it can fix...READ MORE
5,Worth every penny,A beast phone in this price for gaming120 hz takes down battery really fast but gives you amazingly smooth performance.Awesome camera a bit disappointed by the night mode but yeah negligible .Display is good compare to other ips display panels.Fast charging rapidly charges your device in minutes.A little bit heavy but koi na adat ho jaegi.READ MORE
4,Really Nice,"Pretty good phone under 20KPros1. Great battery backup2. Smooth performance3. No heating issues4. 64MP camera is really good5. No issues with Fingerprint scanner face lock(works good in dim light too) 6. Great speakersCons1. Weight of 208g makes it quite heavy2. Front camera set up needs more work(pictures are quite saturated)3. Even tough it has 120HZ display, but can you seen the difference when you compare with other 120HZ display phones.4. Macro camera could be much betterI...READ MORE"
4,Fabulous!,"In one word mobile was awesome. I chose three mobiles realme 6pro, poco x2, redmi note 9pro max. And made my mind to buy pro max coz of its battery life. But I didn't get that in flash sale. Next choice is poco x2. I read the reviews and specs. I liked it but I hesitated to buy bcoz of its battery life reviews. But finally I gone through it. After using for 10days. The mobile was awesome. Great performance, more hidden features, fast charge(first charged about 2hrs, after rebooting go for...READ MORE"
4,Just wow!,Camera is awesome 😍🤩No one bits this phone in camera in this price line.I'm very satisfied with camera quality😘It's the perfect example of value for moneyREAD MORE
4,Best in the market!,"Very excellent phone,, but battery is not much good.Because it has 120hz refresh rate .. at this little bit more power it consume...Remaining all things goodREAD MORE"
4,Best in the market!,"One thing I don’t understand is do we need expensive phones when phones in a lower price bracket have gotten so good? I’ve been an iPhone user since as long as I can remember, but this time I decided to go for a cheaper phone and see how it is so decided to go with one of the most popular phones, the Poco X2 and after watching many videos and a thorough research. And yes I am really impressed with how good this phone is, from the 120 Hz crazy smooth display to the blazing fast performance. Al...READ MORE"
5,Perfect product!,Really impressive phone... it gives you premium look...n the best part of it it's refresh rate... N amazing gaming performance..READ MORE
5,Wonderful,"Pros: Good display resolution, decent camera, good processor, cleaner OS. Cons: Finger print scanner clubbed with power button is not convenient. Battery drains fast even with 60 Hz display. Audio jack at bottom is not good placement. Witneesed odd screen freeze issues.READ MORE"
4,Highly recommended,Best product in this range.the stock camera is very good compared to other realme resmi or other mi phones.this phone also has a stable 6.3 F1 version of gcam and a beta 7.3 version.the TPU case is of a decent quality.gaming is also very excellent with the SD730G processor. Call of duty can be played in the max setting easily.you can also play PUBG in HDR extreme mode.ithe 4500 mah battery in poco is very efficient. Even tough I have faced a little problem of heating . But it will not over he...READ MORE
5,Just wow!,Very good performance extent battery life very nice display 120Hz refresh rate is awesomeREAD MORE
5,Classy product,"Very good product and best value for money, best charger and best processor at this segment , display is awesome and u can play cod or pubg without any worries....READ MORE"
5,Just wow!,Awesome mobile this is good and value for money this mobile camera just wow lajawab hai performance lekin battery thodi si low performance 120 refresh rate ki vajah seREAD MORE
5,Mind-blowing purchase,"Frankly speaking this is a great phone in this price range. The phone looks premium, display is top class, camera is great and the processor manages the phone in a nice way. But this phone has some bad features as well which are not at all easy to ignore.  Cons -1. There is a hyph in the market about 120 Hz refresh rate screen but I can say that there is nothing out of the world in it. It is helpful for fast tasking and 60 Hz is not that bad. I don't know why people are so happy with 120 Hz...READ MORE"
5,Good quality product,"I recommend this mobile, good camera quality and good performance. Good to buy. Thanks for pocoREAD MORE"
4,Value-for-money,"Good but when it's chargeing after 1month it ,s charger is being hot and so hot but the gaming performance 8s so good and battery backup  is 6 hours must buyREAD MORE"
4,Nice product,In this price segment you if your top most priority is performance and display then you can definitely go for poco X2. Even battery performs good but if you use in 120hz refresh rate then battery drainage is the main disadvantage in this phone but then because of the fast charger battery charges from 3% to 100% in around 80 mins so it's not an issue . Overall phone is greatREAD MORE
5,Delightful,Frankly speaking I am using the phone for 3 days i like the performance . But i dont why my network is not so good in this phone i have to on the flight mode everytime to work it properly. Do somethingREAD MORE
5,Pretty good,simply awesome when pubg perform on my phone simply like  Fully realistic and good battery back  up ever ...it might be nice phone under 20000 and seriously it is niceREAD MORE
5,Simply awesome,awesome phone I really enjoyed the experience with 120 hertz frame rate. also working my daily task very easily call quality and speaker quality is nice software is optimised and ad free so I like that ads Free Environment.READ MORE
5,Simply awesome,"Faster Delivery .. If POCO X2 give an Option for Dedicated Slim Slot , It will Be More Useful ..READ MORE"
5,Pretty good,"A good handset with loads of features especially the 120hz screen, really feels smooth while in use. Battery is a bummer  , but it can be solved through an update. Haven’t played any game yet but m sure it ll handle it all smoothly. Would be more happy if bought at the old price i.e before gst increaseREAD MORE"
5,Great product,"I would have not given this phoenix red variant a 5 star review because the phone looks more like a pink than red. It's fine if you wanted to have a pink phone go with a pink phone, but i wanted a red phone now I'm stuck with a pink phone. And now my reason for giving it a 5star is because purely of its camera, display and charging time. I won't recommend you this phone if it's just for the sake of buying a phone because the phone is really big and not a huge fan of the side mounted fingerpri...READ MORE"
5,Highly recommended,Front camera is average need improvement .some yellowis tint show in front camera photo need a software update to fix it. otherwise poco X2 is best value for money device but font cam must need improvement...one of the best device in the market....loved itREAD MORE
5,Just wow!,"The phone is pretty smooth but sometimes I see few bugs. When I turn on the battery saver, the phone performance gets bad. The refresh rate at 60Hz doesn't really feel like 60Hz.READ MORE"
4,Mind-blowing purchase,"Hello guys i'll put forward some important talks which many of the reviewers didnt mention- if you guys are struggling to order this phone as maximum of time, it shows you its OUT OF STOCK, you can do this trick which i used and luckily i got it twice.1. Check every 3-4 hours, if its available or not, it just takes 20 seconds to view.2. For me, i think the best time of stock availability is night hours (7'30 P.M to 11 P.M) as twice i got inbetween these hours.Now talking about the packagi...READ MORE"
5,Great product,Awsome phone under 20000 budget l display is awesome 120 Hz display gives better performance.camera quality is superb specially night mode was awesome.fast changing the charger charged mobile within 40 min battery backup also good.no negative points i observed overall best Phone thanks Flipkart for giving ne this great product.READ MORE
5,Good quality product,I don't like the return policy of flipkart i buy this phone for the exchange of my older phone which has only one skrach on it that is all and courier by don't expect it the same phone was by on Flipkart MI max 2 Aug.29 2017 in 17000rs i absolutely gatted other wise POCO X2 is worth its money.|READ MORE
4,Worth the money,One of the best smartphone in this budget.If you're looking for a fast and smooth processer for gaming and multitasking then i would like to suggest this phone.READ MORE
4,Terrific purchase,"best of Indian sell , camera , display was good but bettery quality 100/75 🧐 superb mobile love it 🥰READ MORE"
4,Great product,If you want to get a smooth display this is a very good product. Camera is also good . Front camera is average good .READ MORE
5,Terrific purchase,"Poco X2. 6GB+128GB. ATLANTIS BLUE.Awesome Device.Top Performer.Top Notch Camera.Gorgeous Design.Long Lasting Battery.Fast Charging.Best In Class Display.Cool MIUI Features.Good Selfie.Gaming Beast.Waited for Redmi Note 9 Pro Max, Realme X2, Motorola Fusion +  and finally went for Poco X2. Satisfied fully with Poco X2. Go for atleast 6GB + 128 GB. 120 Hz is ultra smooth. Around 7+ hours of SOT on Moderate Usage.Fast Charging is good enough. Camera is perfect if you know how to ...READ MORE"
3,Best in the market!,Greate phone truely value for money. You can bye this and enjoy its performance. Very easy to use phone I like this so much.READ MORE
5,Fabulous!,Its very nice phone from poco. all the spec's are good and performance is best except battery. its battery is drain fast but it's will be removed by OTA Update . overall nice phone with great camera and great processer l.READ MORE
5,Highly recommended,"Pros-1. Very good camera specs.one of the best in this price.The Sony Sensor takes amazing photos.In both Day and Night.Night Photo taken in long exposure attached below2.120hz Display is really Fast (Does consume the battery much faster)3.Gaming experience is really good , No frame drop or Lag Can Play Pubg , Call of duty for hours.4.Display is really Bright when Viewing outdoors.5.Fast charging is fast enough.full charge takes about 1 hr nd 15 minutes.6.Battery life is average to g...READ MORE"
5,Super!,"Value for money with camera working excellent in daylight. In night, front gets blurry a bit and there is no night mode for it. Maybe try working better with Gcam which I have to do and can bring optimum results for selfies in night. Use 60Hz over 120Hz if you want better battery statistics. And for best results in matter of screen protection, use Glazedinc tempered glasses and it fits perfectly as per screen dimension. Also has curved edges. Rest to sum up;Battery- 4/5Camera-4.7/5Display...READ MORE"
5,Terrific purchase,The screen quality is exceptional and very well calibrated out if the box. The battery was lacking initially but seems tk have improved with software updates. The fast charging is good. The headphone audio quality is very good. Overall a good purchase. Highly recommended.READ MORE
3,Good choice,"Bulky, Camera quality could have been better at this price, Other better options available at similar price range also comparatively better at lower prices..Realms 6 pro seems better at similar prices.. Many better non Chinese options also coming up.. please wait if u canREAD MORE"
4,Great product,I don't know why you did not provide tempered glass i think you should provide because not available in marketI have used this device from last 10 days but still not available in market. Don't have any shopkeeper tempered glass for this device....please do this  needful...I have used last 10 days then i review i have not any problems found in this phone....  I thnk battery  backup is issue not bad but sometimes create problem when not available light 24 hours.. like villege small town's are...READ MORE
5,Wonderful,"So good so far, didn't experience any issues or the battery drain everyone is complaining about. Yes it consumes a little extra battery while gaming or watching videos but normal browsing and ideally it is pretty good.Cameras are amazing, EIS is good though it seems absent for front facing camera. Built quality is awesome, feels like a 30-40k phone.Overall, a great phone under 20K mark.READ MORE"
5,Really Nice,Phone is pretty good u have to charge ur device atleast twice a day battery it's not an issue u you using your phone hard core then u get a problem. Other wise phone is pretty good ... Buy this hurry ....READ MORE
4,Pretty good,Best mobile in segmentLooking goodRear camera good detailing good but after beuty mode not good  compare my old redmi not 7 proFront camera not goodBattery backup nothing ComplaintRefreshing rate bestREAD MORE
5,Value-for-money,"Very satisfying phone😍😍I like it too much , but battery ........3 out of 5 stars , but very very nice phone at this price range 🥳READ MORE"
4,Fabulous!,Good Phone and performance of the phone is really good worth the wait and worth the moneyREAD MORE
5,Average,"Pros:Good performance, User friendly, Awesome Camera, Nice audio quality, Smooth sensitive display to use.Cons:Battery draining issue, Heavy weight, Rear Camera extended out which leads scratch issue, Not handy to use.READ MORE"
5,Simply awesome,"I've been using my poco x2 for a week and im really happy with the performance. 1)The camera is upto the mark and defined. 2)Battery level might seem to drain more quickly, but change the refresh rate to 60Ghz and would sail smoothly. It takes exactly one hour to charge fully and can go upto 2 days kn a normal usage.3) The speed and performance level is amazing with the Snapdragon  730g and 6gb ram4) you get a storage of 109 gb as available space of the 128gb.5) Even after continuous usa...READ MORE"
5,Simply awesome,Best product ever.  Worth for money phone.  ➡Camera ➡ Display ➡Processor➡Battery ➡Charging speed➡ build quality ➡look         These are all the things which this phone is giving in mid range price      All the things are best in the phone             Thank you pocoREAD MORE
4,Mind-blowing purchase,After using for a week-Main issue is with the battery. It gets hot while charging..But it's okay..Camera is good...Display is good...Touch sensor is provided at the right side but if it would be at centre like realme X then could have been better..Some of you may like side lock and unlock sensor....Good mobile...READ MORE
5,Worth every penny,Amazing buy I writing this review after two months and I am thankful to flipcart to give this wonderful pice I am a pubg lover and trust me this phone is best for pubg I think you should buy for good pubg expREAD MORE
4,Good,Some application does not work properly. system needs to be more optimized. I preferred it for 120 hz display and SD 730g processer. When you play PUBG for 30 minutes you will get heat 40 to 45. According to the price it could be better.  so im not going to say it better in this price.READ MORE
5,Nice product,Ultrawide and macro cameras are not as good as the 64 MP cameraBattery backup is good but not sufficient for whole day usageScreen quality and smoothness is superbPoco X2 has not let us downREAD MORE
5,Must buy!,Best phone under 20kSuperb quad camera setup with 64mp main camera with sony sensors +8+2+2mp best cameraDual selfie camera 20mp +2mp120hz refresh rate is fantastic 4500mAh batter with super fast charging6.67full hd+ display so u will fully enjoy watching vdeos or moviesQualcomm snapdragon 730g processor so great in performance ...u can play pubg for a long tym very smoothlyREAD MORE
5,Awesome,Good product i think the best under 20k . I am writing this review after 3 months of use. I am not a hard core Gamer or pubg player but a heavy phone user... Pros :display quality is awesome. Best ips lcd display under 25k i must say... Brightness level is also fine even in outside conditionSlightly heavy but weight balance is good build quality is very gd...Audio output is goodCamera performance is outstanding... Needs some software developments but better than other midrange budget pho...READ MORE
5,Pretty good,"I brought pocox2 one month ago,  I play pubg a lot this phone is really really good for pubg . Camera wise rear camera is more than enough . But they have to optimize both the camera little more ,selfie cam is unsatisfied . 120 hz refresh rate stands out in the row ,glassy finish attracts. This finish  phone is best under 20 k.READ MORE"
5,Awesome,"Great phone for day to day use with good Front camera and great back camera, details are crisp with accurate colors.Performance is top notch and you can't miss the super smooth display.READ MORE"
5,Value-for-money,Camera Awesome and charging speed very fast 65 minit full charge and Display 120 hz smooth display I'm very happy this product but 120 hz refresh rate battery drain very fast after update battery drain improvementREAD MORE
